,TSNE_1,TSNE_2,cluster_assignment
37885,-4.7250876,10.332355,44 Migrating Int Lhx6          
146845,68.753784,8.6278105,61 OPC                         
928,-50.40605,-30.636925,9 CTX PyrL2/L3/L4 Mef2c        
122060,67.30377,12.3847275,61 OPC                         
303,-39.936893,-8.797013,53 Unresolved                  
66611,-28.983461,-6.7990685,53 Unresolved                  
10188,-29.386778,5.061115,53 Unresolved                  
119454,-34.222584,15.826806,53 Unresolved                  
114600,-29.98411,44.96257,53 Unresolved                  
157864,90.478195,10.186772,57 Oligo MOL                   
69728,-36.981045,7.780113,53 Unresolved                  
43057,-6.7907057,-15.015458,53 Unresolved                  
89709,-31.264284,18.953127,19 MTt Glut                    
106803,13.809578,-29.668583,47 Migrating Int Foxp2         
76145,19.435717,-5.700284,48 Migrating Int Pbx3          
134355,10.3298855,-24.764915,4 Medium Spiny Neurons         
142273,32.60869,0.5395333,36 HIPP Granule Mki67          
102268,-31.504404,2.2906334,53 Unresolved                  
65878,58.229427,-17.143242,68 Astro Slc7a10               
120596,-30.914452,44.72436,53 Unresolved                  
153268,34.909836,5.723103,25 CB Granule Precursor        
7711,-22.63282,-17.289104,53 Unresolved                  
22042,-45.8282,-31.844624,14 CTX PyrL6a                  
122078,-32.041706,-41.95899,17 CTX PyrL6                   
116138,-30.139809,33.232143,53 Unresolved                  
22512,-3.8400354,30.163385,53 Unresolved                  
4975,-33.29896,41.905632,53 Unresolved                  
98441,49.19347,-25.778276,68 Astro Slc7a10               
49707,-5.708865,12.947814,53 Unresolved                  
113043,-34.87774,2.5350351,14 CTX PyrL6a                  
96808,21.55083,-5.9258847,48 Migrating Int Pbx3          
7659,-41.931385,-33.247025,7 CTX PyrL2/L3 Met             
40054,-37.808514,-22.749409,7 CTX PyrL2/L3 Met             
25101,-37.30925,6.3997188,53 Unresolved                  
79740,-33.507133,-5.4736233,11 CTX PyrL4/L5                
144515,7.625392,2.7989628,53 Unresolved                  
139215,30.228031,39.682762,28 CB Granule                  
37836,-33.32445,-23.755932,41 HIPP Pyr Npy2r              
71892,-25.67438,-1.4364318,53 Unresolved                  
130287,50.647617,-20.000923,71 Bergmann Glia               
160861,-16.117786,23.873795,31 MD Int Rxfp2                
13786,15.872089,10.577775,53 Unresolved                  
102715,-8.512665,16.968801,53 Unresolved                  
97546,9.941794,-0.697354,46 Migrating Int Cpa6          
62982,-4.5256934,11.322563,44 Migrating Int Lhx6          
7310,14.103898,-12.9487705,47 Migrating Int Foxp2         
79353,70.48975,11.218017,53 Unresolved                  
135510,-34.136795,12.366042,53 Unresolved                  
107556,31.884544,32.92212,28 CB Granule                  
107003,-30.533533,4.366362,53 Unresolved                  
67463,52.3418,-23.909193,69 Astro Prdm16                
19846,9.352932,-32.582767,53 Unresolved                  
117892,-44.647976,-16.594234,53 Unresolved                  
69353,39.24911,13.0956,28 CB Granule                  
126632,-11.265168,-1.4378417,53 Unresolved                  
78143,12.49851,-9.588989,53 Unresolved                  
112971,36.847736,15.693089,25 CB Granule Precursor        
29059,29.508486,38.53817,28 CB Granule                  
12876,6.102198,-25.208027,9 CTX PyrL2/L3/L4 Mef2c        
26318,-51.51695,-27.092747,53 Unresolved                  
9180,42.843822,-22.241426,69 Astro Prdm16                
57759,-5.8038383,14.845761,53 Unresolved                  
23943,12.664644,-17.15187,4 Medium Spiny Neurons         
112359,-20.063902,0.2376276,53 Unresolved                  
84555,1.6034056,13.550227,49 Migrating Int Lgr6          
6310,-39.99779,4.656744,20 THAL Glut                   
126586,56.465,-27.396484,68 Astro Slc7a10               
114386,-22.34163,20.53859,53 Unresolved                  
11407,39.471172,23.380583,28 CB Granule                  
7542,10.532524,-32.186134,4 Medium Spiny Neurons         
72634,37.045944,35.132576,28 CB Granule                  
103845,-14.60005,1.715975,53 Unresolved                  
80683,-42.938576,-36.888786,17 CTX PyrL6                   
148848,-41.395203,-7.139419,9 CTX PyrL2/L3/L4 Mef2c        
135733,-50.093246,-5.473057,2 OB Mitral/Tufted Ms4a15      
104934,-38.194736,9.029755,53 Unresolved                  
103213,-33.333744,-15.752562,53 Unresolved                  
148860,-40.778423,17.905954,53 Unresolved                  
100080,22.895168,-6.302954,48 Migrating Int Pbx3          
13352,-4.7846556,22.272488,53 Unresolved                  
93389,-19.399462,47.291653,53 Unresolved                  
69009,27.296654,25.796288,28 CB Granule                  
4573,-27.648252,-17.676483,53 Unresolved                  
156542,-12.792627,-12.272095,13 CTX PyrL5 Fezf2             
77728,35.99823,-1.3063242,24 CB Int Progenitor           
87811,-37.88674,25.952993,53 Unresolved                  
20288,-19.520712,30.648903,53 Unresolved                  
8601,19.146564,-6.7847047,48 Migrating Int Pbx3          
116900,8.404183,-18.13391,4 Medium Spiny Neurons         
103939,-46.44747,14.401631,20 THAL Glut                   
17440,-24.607662,-31.404232,9 CTX PyrL2/L3/L4 Mef2c        
114903,-22.010334,50.64976,42 SC Glut Hmga2               
46930,11.622079,2.6787813,46 Migrating Int Cpa6          
74988,-50.87745,-22.394777,11 CTX PyrL4/L5                
20766,-21.979584,-15.668317,9 CTX PyrL2/L3/L4 Mef2c        
91120,-44.335438,-14.143775,53 Unresolved                  
134946,40.743233,18.449184,25 CB Granule Precursor        
66487,-10.639407,3.8258135,44 Migrating Int Lhx6          
68358,20.528374,-10.768726,1 OB Mitral/Tufted Eomes       
152438,-35.354477,-2.06121,53 Unresolved                  
13778,-48.265976,-13.45,53 Unresolved                  
70035,50.570976,-15.034944,69 Astro Prdm16                
121132,-7.0996056,28.401373,19 MTt Glut                    
80194,7.368404,0.26026794,53 Unresolved                  
85250,-41.14918,34.296154,53 Unresolved                  
64819,78.27072,10.208195,56 Oligo MFOL1                 
162825,-19.186056,-41.02826,9 CTX PyrL2/L3/L4 Mef2c        
115928,-24.197483,9.100103,53 Unresolved                  
70790,28.896568,-48.936626,64 Endothelia                  
46265,50.382774,-24.338037,69 Astro Prdm16                
66512,-3.4096153,21.428663,48 Migrating Int Pbx3          
21295,-13.998206,-32.99995,36 HIPP Granule Mki67          
39774,-32.645504,6.349115,53 Unresolved                  
61729,48.574665,-17.436573,69 Astro Prdm16                
62313,8.668996,1.4241902,46 Migrating Int Cpa6          
57407,-8.599081,20.84842,53 Unresolved                  
26827,-42.106335,-42.52821,53 Unresolved                  
115719,63.307873,12.46876,61 OPC                         
130720,-46.386883,-1.0221622,11 CTX PyrL4/L5                
76657,-40.059658,-4.724008,9 CTX PyrL2/L3/L4 Mef2c        
144542,11.171509,-27.594683,4 Medium Spiny Neurons         
50133,-18.125603,-6.5509453,53 Unresolved                  
79211,-5.7428236,13.8634205,44 Migrating Int Lhx6          
123078,38.39363,24.820045,28 CB Granule                  
88629,-35.01196,17.05148,20 THAL Glut                   
16710,-54.13549,-27.864832,7 CTX PyrL2/L3 Met             
25611,63.40394,-20.50072,69 Astro Prdm16                
94791,-36.19045,16.253328,53 Unresolved                  
76484,87.69122,10.107786,57 Oligo MOL                   
160028,-24.287914,39.168583,53 Unresolved                  
124028,33.707848,5.8680887,53 Unresolved                  
103438,-46.02333,-23.68153,53 Unresolved                  
77020,30.750572,-44.273426,67 VLMC Slc47a1                
137597,-1.5290344,-19.490826,4 Medium Spiny Neurons         
67775,33.652603,36.477657,28 CB Granule                  
82792,-20.515274,-22.238688,40 HIPP Granule/PyrCA3         
128292,-46.672886,23.531002,20 THAL Glut                   
81484,-1.7149067,11.096173,44 Migrating Int Lhx6          
96063,38.115486,4.3055983,25 CB Granule Precursor        
79246,-31.828869,37.094498,53 Unresolved                  
20676,-15.487919,-36.642117,9 CTX PyrL2/L3/L4 Mef2c        
88938,-12.83898,45.031487,53 Unresolved                  
122047,36.53133,0.8731179,29 CB Int Precursor            
1079,29.44727,-48.979614,69 Astro Prdm16                
73255,36.444817,38.046337,28 CB Granule                  
46215,39.437897,35.961205,53 Unresolved                  
148214,35.798252,19.869776,28 CB Granule                  
46639,-32.708702,-9.867856,53 Unresolved                  
134951,-27.148552,-12.630317,53 Unresolved                  
45132,-29.872526,2.9962473,53 Unresolved                  
160345,-2.8371,31.075579,53 Unresolved                  
92494,31.546236,-47.486465,63 Microglia                   
95225,62.07989,13.224199,61 OPC                         
14566,34.23218,5.489475,25 CB Granule Precursor        
148989,44.58023,-9.890866,71 Bergmann Glia               
147855,-14.648725,-26.918964,53 Unresolved                  
57280,-15.373995,45.632378,53 Unresolved                  
108279,37.273792,41.231953,28 CB Granule                  
158804,-48.117218,-22.76177,11 CTX PyrL4/L5                
64871,-20.0628,13.467349,53 Unresolved                  
131232,38.79996,22.702448,25 CB Granule Precursor        
117869,-36.18436,-26.41251,7 CTX PyrL2/L3 Met             
42267,-26.168455,-34.53511,9 CTX PyrL2/L3/L4 Mef2c        
146076,12.270656,-17.705383,4 Medium Spiny Neurons         
132828,32.966145,-1.4564713,69 Astro Prdm16                
90104,-19.103767,29.02602,53 Unresolved                  
72802,88.42268,11.841536,56 Oligo MFOL1                 
135653,-40.953583,36.34229,53 Unresolved                  
109817,6.241048,-32.972736,4 Medium Spiny Neurons         
40904,61.320557,12.727956,61 OPC                         
159400,-56.920383,-31.416555,14 CTX PyrL6a                  
90826,-12.643861,23.625084,53 Unresolved                  
73610,11.226199,-23.18799,4 Medium Spiny Neurons         
145142,-41.619743,-7.018062,9 CTX PyrL2/L3/L4 Mef2c        
160376,30.302086,-47.272137,65 SMC                         
115143,-1.1157168,-13.438078,8 CTX PyrL4 Wnt5b              
93322,-1.4921004,15.901975,44 Migrating Int Lhx6          
21426,44.419945,-19.06198,69 Astro Prdm16                
103195,-17.779766,-19.393822,53 Unresolved                  
33631,6.532893,-34.02059,4 Medium Spiny Neurons         
143432,-49.646305,-29.473574,9 CTX PyrL2/L3/L4 Mef2c        
70560,-14.0934105,16.019995,11 CTX PyrL4/L5                
94312,-32.6579,37.616875,53 Unresolved                  
39443,-54.299038,-11.94778,53 Unresolved                  
132603,58.81848,-25.468773,68 Astro Slc7a10               
125753,-31.642324,27.382847,53 Unresolved                  
14963,54.052998,-19.521818,71 Bergmann Glia               
133686,55.88176,-20.309683,61 OPC                         
43779,-24.44243,-36.67538,9 CTX PyrL2/L3/L4 Mef2c        
116504,-16.109978,-3.8202174,53 Unresolved                  
90669,17.352037,-9.716548,48 Migrating Int Pbx3          
109188,64.209656,17.992188,61 OPC                         
121651,-13.0485325,39.916298,53 Unresolved                  
110115,20.982304,-10.371514,53 Unresolved                  
127206,35.207607,35.91446,28 CB Granule                  
100237,28.195953,27.20284,28 CB Granule                  
20029,-7.4628673,13.849356,44 Migrating Int Lhx6          
32103,48.745464,-20.937433,69 Astro Prdm16                
85223,-22.629997,54.555634,53 Unresolved                  
9584,10.331179,0.71055055,46 Migrating Int Cpa6          
152242,-28.799797,-18.264698,9 CTX PyrL2/L3/L4 Mef2c        
24450,-14.868201,19.027222,53 Unresolved                  
56473,9.475184,-21.996807,4 Medium Spiny Neurons         
68718,31.917917,-44.220947,66 VLMC Slc6a13                
71740,-9.933171,23.314093,53 Unresolved                  
43183,-6.123265,33.194386,53 Unresolved                  
33409,25.73189,26.171215,28 CB Granule                  
14506,13.5029955,-15.926561,4 Medium Spiny Neurons         
109674,-32.84386,-43.002197,17 CTX PyrL6                   
155926,-40.48535,0.71884733,53 Unresolved                  
131448,41.332886,-23.853334,69 Astro Prdm16                
45980,-30.767843,18.975578,53 Unresolved                  
117400,-32.608105,-1.4260713,53 Unresolved                  
143793,-23.699257,-14.31834,38 HIPP Pyr Grik4              
139495,-27.998808,-37.634125,9 CTX PyrL2/L3/L4 Mef2c        
154132,-38.384983,-32.827507,9 CTX PyrL2/L3/L4 Mef2c        
15417,-33.50977,-4.1645637,53 Unresolved                  
30347,66.94651,10.259198,61 OPC                         
124963,-12.725348,-39.37015,12 CTX PyrL5 Itgb3             
105319,-18.36467,36.872494,53 Unresolved                  
21077,-0.7736999,23.93147,53 Unresolved                  
114329,26.05375,-48.26974,66 VLMC Slc6a13                
156170,77.73132,11.64225,58 Oligo NFOL1                 
131258,-35.133957,-19.669493,11 CTX PyrL4/L5                
59581,40.072342,22.018469,28 CB Granule                  
83031,29.011793,-44.462685,66 VLMC Slc6a13                
91650,-15.992343,50.58514,53 Unresolved                  
93215,40.791134,9.391008,25 CB Granule Precursor        
128474,-24.57095,-36.200157,9 CTX PyrL2/L3/L4 Mef2c        
43109,13.039488,-17.345211,4 Medium Spiny Neurons         
25919,-40.777687,-7.370716,9 CTX PyrL2/L3/L4 Mef2c        
33110,17.70384,-1.5317322,46 Migrating Int Cpa6          
99673,62.70246,17.237574,61 OPC                         
76259,-30.137096,-11.710779,53 Unresolved                  
39598,-52.079296,-32.04394,9 CTX PyrL2/L3/L4 Mef2c        
161181,53.014496,-23.023907,69 Astro Prdm16                
98244,25.434542,25.058249,28 CB Granule                  
108114,35.987076,21.605658,28 CB Granule                  
146558,-49.512516,-5.598938,2 OB Mitral/Tufted Ms4a15      
114273,-24.63761,-43.363457,9 CTX PyrL2/L3/L4 Mef2c        
17651,-14.859874,-34.771347,6 CTX PyrL2/L3/L4 Ntf3         
9583,52.023468,-17.746004,71 Bergmann Glia               
62103,89.80311,9.594043,57 Oligo MOL                   
41202,-25.954174,43.908634,53 Unresolved                  
133068,-17.333403,47.15936,28 CB Granule                  
131970,-30.534569,9.993186,53 Unresolved                  
59320,-5.2127867,-17.561571,53 Unresolved                  
116917,30.000233,31.73152,28 CB Granule                  
40479,42.693905,-26.810219,73 OEC                         
122677,-23.96332,-34.65909,9 CTX PyrL2/L3/L4 Mef2c        
6688,-26.294773,10.472138,53 Unresolved                  
78652,33.63877,-2.99522,48 Migrating Int Pbx3          
128927,-28.563736,10.465641,11 CTX PyrL4/L5                
126427,8.857947,-29.390121,4 Medium Spiny Neurons         
161611,61.376534,19.078568,61 OPC                         
71708,-27.104778,23.733665,20 THAL Glut                   
79957,-40.466244,-8.236309,9 CTX PyrL2/L3/L4 Mef2c        
85391,-28.471172,22.293833,20 THAL Glut                   
97325,-41.735806,24.337116,32 Nigral Dopaminergic         
53406,10.6677685,-34.515133,4 Medium Spiny Neurons         
4884,70.5497,11.6198,61 OPC                         
154459,37.493877,27.107164,28 CB Granule                  
2895,61.28289,-20.742352,68 Astro Slc7a10               
98107,-35.588028,14.623294,53 Unresolved                  
45761,39.314186,39.731388,28 CB Granule                  
73580,-20.835373,42.176834,53 Unresolved                  
144817,13.00488,-29.799341,4 Medium Spiny Neurons         
50837,-27.346855,-41.505634,13 CTX PyrL5 Fezf2             
125714,13.18524,-12.536391,53 Unresolved                  
90746,-8.462681,26.281517,53 Unresolved                  
143462,-42.699615,1.6648812,53 Unresolved                  
65251,-18.060478,-29.604475,53 Unresolved                  
118269,-47.41471,23.622707,20 THAL Glut                   
68846,-4.802827,40.13026,53 Unresolved                  
82331,37.850433,5.7690396,25 CB Granule Precursor        
139257,90.13122,9.376309,57 Oligo MOL                   
130007,-17.868305,52.186714,42 SC Glut Hmga2               
145266,-34.207565,-43.897354,16 CTX PyrL5/L6 Npr3           
139702,-15.753366,17.586494,53 Unresolved                  
60182,-16.490488,30.45514,53 Unresolved                  
86413,-17.076931,19.57518,53 Unresolved                  
11665,38.354702,23.454477,28 CB Granule                  
34002,-19.6553,37.36471,53 Unresolved                  
35254,-20.743925,-36.374123,9 CTX PyrL2/L3/L4 Mef2c        
18138,7.784775,-29.1349,4 Medium Spiny Neurons         
143044,-31.732529,-30.350254,53 Unresolved                  
48091,-13.118472,37.132988,53 Unresolved                  
61595,-41.00473,-3.3945045,9 CTX PyrL2/L3/L4 Mef2c        
121786,57.884087,-8.00242,69 Astro Prdm16                
149962,-21.057777,39.534348,30 MD Glyc Int                 
143740,13.770128,-31.522316,53 Unresolved                  
53009,46.714046,-21.160236,69 Astro Prdm16                
97777,59.669178,-22.155252,68 Astro Slc7a10               
123786,39.35638,37.329975,28 CB Granule                  
74632,17.016172,-2.2047524,46 Migrating Int Cpa6          
85762,-17.627136,23.57897,53 Unresolved                  
100523,12.62675,-13.213524,47 Migrating Int Foxp2         
38758,-4.9605155,23.589972,53 Unresolved                  
24369,62.42401,11.1435585,61 OPC                         
154899,57.788933,-16.198471,69 Astro Prdm16                
96761,-12.903122,48.03562,53 Unresolved                  
69072,28.115679,-46.19457,65 SMC                         
74671,-8.666586,0.6473159,44 Migrating Int Lhx6          
102996,8.654872,-23.83533,4 Medium Spiny Neurons         
37756,-37.017624,24.168562,53 Unresolved                  
70255,60.982574,15.963583,61 OPC                         
18437,5.562506,-19.36759,4 Medium Spiny Neurons         
19904,-23.499413,-8.936715,53 Unresolved                  
23205,-7.9505057,-9.023591,4 Medium Spiny Neurons         
44746,0.044174805,-14.665938,53 Unresolved                  
43678,18.118696,-1.8540635,48 Migrating Int Pbx3          
138153,17.701422,-0.8704844,48 Migrating Int Pbx3          
55892,47.71088,-22.233728,69 Astro Prdm16                
88557,-30.470718,-19.294273,9 CTX PyrL2/L3/L4 Mef2c        
43091,7.589175,-20.397932,4 Medium Spiny Neurons         
7668,-6.0002627,-21.63287,53 Unresolved                  
144034,78.00039,11.887244,56 Oligo MFOL1                 
61284,39.59956,24.166042,28 CB Granule                  
101080,37.319313,37.4837,28 CB Granule                  
90719,-30.445677,-4.8266916,53 Unresolved                  
132062,21.308031,-6.6639004,48 Migrating Int Pbx3          
84468,-3.0958154,5.145289,53 Unresolved                  
38655,-11.786032,38.239567,4 Medium Spiny Neurons         
160355,-0.4165662,-16.015015,53 Unresolved                  
62569,-6.0448995,35.796543,9 CTX PyrL2/L3/L4 Mef2c        
100384,63.1371,-22.042154,68 Astro Slc7a10               
60107,13.176919,-1.595782,48 Migrating Int Pbx3          
102979,-28.910297,-25.156094,6 CTX PyrL2/L3/L4 Ntf3         
53576,-19.303452,38.50992,53 Unresolved                  
127687,-41.063305,22.164532,53 Unresolved                  
38898,-32.945377,-33.51716,16 CTX PyrL5/L6 Npr3           
86126,0.11655014,-17.004358,9 CTX PyrL2/L3/L4 Mef2c        
44898,36.437233,32.583946,28 CB Granule                  
6536,-30.232405,18.37787,53 Unresolved                  
111651,-37.09643,1.0134814,53 Unresolved                  
53936,-38.471935,12.344706,53 Unresolved                  
69131,18.405584,-2.940168,48 Migrating Int Pbx3          
39451,-26.528555,-32.41135,9 CTX PyrL2/L3/L4 Mef2c        
38626,-38.51878,10.713916,53 Unresolved                  
58708,37.619812,39.683548,28 CB Granule                  
91981,-34.265057,0.29374787,53 Unresolved                  
39702,-17.504583,-5.098701,53 Unresolved                  
66822,-30.898933,29.600136,53 Unresolved                  
2995,52.524307,-14.810453,69 Astro Prdm16                
45699,7.4129324,-19.81221,4 Medium Spiny Neurons         
103731,88.2939,9.346339,57 Oligo MOL                   
71600,33.032547,32.709244,28 CB Granule                  
133546,-17.147774,6.5733047,53 Unresolved                  
88054,-27.654987,-3.7380593,53 Unresolved                  
33471,88.65372,10.779972,57 Oligo MOL                   
70450,46.291492,-30.329363,70 Astro Gfap                  
43262,89.04884,9.440048,57 Oligo MOL                   
122202,-24.326542,-7.942935,53 Unresolved                  
38550,-31.735987,-42.96976,17 CTX PyrL6                   
15976,-52.463135,-29.900412,7 CTX PyrL2/L3 Met             
114922,2.628569,-2.3913853,53 Unresolved                  
62316,61.69309,-19.962347,69 Astro Prdm16                
148367,-34.43765,-38.325943,17 CTX PyrL6                   
124924,-24.240732,17.257792,20 THAL Glut                   
157059,30.820917,39.977287,28 CB Granule                  
88317,30.967638,-44.14516,66 VLMC Slc6a13                
73858,-27.283142,19.088564,53 Unresolved                  
107349,-36.31381,-42.906803,17 CTX PyrL6                   
161899,-16.040565,-24.17176,9 CTX PyrL2/L3/L4 Mef2c        
53520,-31.199083,-37.36854,14 CTX PyrL6a                  
102494,41.968834,39.499214,9 CTX PyrL2/L3/L4 Mef2c        
151064,-22.46747,-37.426758,6 CTX PyrL2/L3/L4 Ntf3         
95201,-37.01876,-18.82809,11 CTX PyrL4/L5                
63473,-48.111008,-10.97755,53 Unresolved                  
45246,13.639961,-19.494913,4 Medium Spiny Neurons         
126185,31.85419,33.111015,28 CB Granule                  
144281,-29.98048,34.331154,53 Unresolved                  
97919,-15.337329,-24.016558,48 Migrating Int Pbx3          
19557,-31.557678,44.805443,53 Unresolved                  
89234,90.60358,13.561459,56 Oligo MFOL1                 
162637,67.34459,9.637441,61 OPC                         
20567,-37.69439,36.13303,53 Unresolved                  
73579,20.179674,-5.3062763,48 Migrating Int Pbx3          
97218,-24.833933,-37.13244,9 CTX PyrL2/L3/L4 Mef2c        
118831,-34.036606,32.81163,53 Unresolved                  
132955,-51.091827,-33.5713,9 CTX PyrL2/L3/L4 Mef2c        
24556,33.617893,31.34712,28 CB Granule                  
68161,-22.453115,53.405876,53 Unresolved                  
70497,50.71678,-22.239592,69 Astro Prdm16                
31593,36.29526,0.17586969,29 CB Int Precursor            
113428,-28.971403,-6.4335546,53 Unresolved                  
42283,-34.029835,-23.84399,14 CTX PyrL6a                  
98267,-26.338095,-32.509796,9 CTX PyrL2/L3/L4 Mef2c        
57877,-26.318888,34.322674,53 Unresolved                  
3618,-29.18779,-25.074858,35 HIPP Pyr Crym               
23035,-41.962883,43.16868,22 Purkinje Early              
39939,-38.647934,29.120243,53 Unresolved                  
76003,9.421667,-28.91581,4 Medium Spiny Neurons         
10510,-31.25291,-29.160133,9 CTX PyrL2/L3/L4 Mef2c        
90626,-26.278605,19.961199,53 Unresolved                  
57411,42.4556,-17.791433,69 Astro Prdm16                
72836,-28.57493,-30.862595,6 CTX PyrL2/L3/L4 Ntf3         
159185,10.582132,-34.225952,4 Medium Spiny Neurons         
97683,13.561567,14.649527,44 Migrating Int Lhx6          
45760,-49.66859,-28.381365,9 CTX PyrL2/L3/L4 Mef2c        
50212,41.58031,8.765627,25 CB Granule Precursor        
66300,76.394745,11.454213,58 Oligo NFOL1                 
147162,-35.113148,-21.632431,20 THAL Glut                   
72463,60.49721,-18.152908,68 Astro Slc7a10               
36514,-42.990997,-36.82713,53 Unresolved                  
113927,31.380041,29.901571,28 CB Granule                  
48708,-24.804699,-33.857754,9 CTX PyrL2/L3/L4 Mef2c        
78140,-2.12096,12.162098,44 Migrating Int Lhx6          
62340,32.637524,40.15127,28 CB Granule                  
136135,45.51049,-28.853954,73 OEC                         
4830,-42.392902,42.524532,23 Purkinje Late               
138006,-28.712147,8.87399,10 CTX PyrL4 Rorb              
28946,67.20721,13.627501,61 OPC                         
129931,34.810333,36.40522,28 CB Granule                  
149736,15.180303,-8.264358,53 Unresolved                  
67807,-32.260044,8.949015,30 MD Glyc Int                 
82689,44.848835,-10.721882,71 Bergmann Glia               
145450,-28.29823,33.63953,53 Unresolved                  
41491,-7.969793,28.300215,19 MTt Glut                    
11709,39.13528,25.770649,53 Unresolved                  
144299,64.673706,13.240001,61 OPC                         
37649,-3.7995605,31.456306,53 Unresolved                  
7774,-19.792715,42.716873,53 Unresolved                  
145064,-39.477592,1.814829,20 THAL Glut                   
99708,37.22185,15.782411,28 CB Granule                  
27787,35.736286,36.03352,28 CB Granule                  
31645,54.730705,-23.632605,68 Astro Slc7a10               
2696,27.983526,29.656096,28 CB Granule                  
96456,9.625296,-20.899302,4 Medium Spiny Neurons         
1163,-18.093227,31.79883,53 Unresolved                  
54483,30.83585,10.094589,28 CB Granule                  
56952,-21.055174,50.081463,42 SC Glut Hmga2               
108987,-26.612417,38.812332,53 Unresolved                  
63895,-33.256607,-16.395758,11 CTX PyrL4/L5                
129672,-7.700534,8.276224,53 Unresolved                  
49165,-3.9505248,18.99814,53 Unresolved                  
69642,-38.76766,13.35725,53 Unresolved                  
18781,62.674225,-24.217682,68 Astro Slc7a10               
66197,48.363506,-24.146294,69 Astro Prdm16                
108043,45.551846,-9.082821,71 Bergmann Glia               
36339,-16.711048,47.842148,53 Unresolved                  
38570,-50.011852,-34.796146,53 Unresolved                  
142591,-23.668606,-20.868015,11 CTX PyrL4/L5                
45658,33.95618,40.375553,28 CB Granule                  
26436,-12.96197,-33.67494,39 HIPP Granule Nrp2           
146049,41.22378,0.896668,25 CB Granule Precursor        
61577,-10.775934,7.176199,53 Unresolved                  
90410,-15.649798,21.377975,53 Unresolved                  
139503,52.882572,-28.51322,68 Astro Slc7a10               
99579,-25.379057,21.097342,53 Unresolved                  
88226,-38.734188,-42.91389,17 CTX PyrL6                   
9328,-39.88522,36.550312,4 Medium Spiny Neurons         
121182,52.51763,-23.248419,68 Astro Slc7a10               
19001,63.211754,19.11657,61 OPC                         
136899,-38.973488,-8.673469,9 CTX PyrL2/L3/L4 Mef2c        
85011,-12.211593,9.853261,53 Unresolved                  
2755,-24.669888,1.5672051,19 MTt Glut                    
75843,15.428382,-2.612936,46 Migrating Int Cpa6          
148170,-3.4638784,-22.386534,53 Unresolved                  
82499,-12.319553,36.85861,30 MD Glyc Int                 
31943,-24.600029,-35.230667,9 CTX PyrL2/L3/L4 Mef2c        
70896,-36.913147,2.3528292,9 CTX PyrL2/L3/L4 Mef2c        
141803,68.19397,9.3065815,61 OPC                         
10146,-18.072765,45.94529,53 Unresolved                  
106582,-45.897144,-9.839153,17 CTX PyrL6                   
123605,-16.7629,50.808205,53 Unresolved                  
10966,33.006035,18.714066,28 CB Granule                  
127325,-24.263138,-38.3766,9 CTX PyrL2/L3/L4 Mef2c        
17050,-19.585028,48.027855,53 Unresolved                  
92589,-14.258614,-11.440004,11 CTX PyrL4/L5                
109750,42.728523,-26.841772,73 OEC                         
47251,59.127552,-23.50761,68 Astro Slc7a10               
91842,-13.033156,39.989746,53 Unresolved                  
59492,-32.518196,20.352566,53 Unresolved                  
17125,36.056366,40.961273,28 CB Granule                  
96181,31.9015,38.55596,28 CB Granule                  
157889,-40.227364,-3.8861287,9 CTX PyrL2/L3/L4 Mef2c        
87494,-14.976392,24.23105,53 Unresolved                  
71468,-41.65151,-33.63578,7 CTX PyrL2/L3 Met             
35256,-35.337303,-32.93617,34 SUB Pyr                     
153837,57.42974,-16.022966,68 Astro Slc7a10               
13844,-6.8252335,26.397293,44 Migrating Int Lhx6          
141277,-16.46553,-5.9715457,53 Unresolved                  
55753,8.868511,-32.519382,4 Medium Spiny Neurons         
31696,-47.41443,-14.507687,53 Unresolved                  
124458,-7.6653395,19.757149,53 Unresolved                  
15174,44.12776,-6.388941,53 Unresolved                  
41060,-34.611732,-24.46906,53 Unresolved                  
119808,-55.512814,-25.878405,53 Unresolved                  
66790,-3.722099,-5.6775746,53 Unresolved                  
23277,45.418472,-16.04061,69 Astro Prdm16                
78813,9.195942,-27.95944,4 Medium Spiny Neurons         
21383,-11.584411,17.295467,53 Unresolved                  
113395,-36.13908,14.2474985,53 Unresolved                  
151380,25.201385,13.382032,53 Unresolved                  
158664,-29.742964,-0.13973716,53 Unresolved                  
22573,13.549613,0.811514,46 Migrating Int Cpa6          
28014,-9.267698,9.7433405,44 Migrating Int Lhx6          
123811,25.45079,11.654793,26 CB Int Stellate/Basket      
31375,-51.414574,-27.637638,53 Unresolved                  
146461,34.472343,31.373295,28 CB Granule                  
161293,16.17917,12.154968,46 Migrating Int Cpa6          
143487,-21.17291,42.573647,53 Unresolved                  
61024,16.912443,2.7263923,46 Migrating Int Cpa6          
71676,34.555008,40.69584,28 CB Granule                  
155001,-12.860763,25.118584,53 Unresolved                  
38084,6.7364597,14.3646555,53 Unresolved                  
106186,-17.200953,-5.850043,53 Unresolved                  
73500,18.026175,-10.239945,48 Migrating Int Pbx3          
6258,-7.175717,-18.35837,4 Medium Spiny Neurons         
152137,-13.859159,46.22467,53 Unresolved                  
97169,29.442421,-43.86159,66 VLMC Slc6a13                
17105,33.119164,40.269817,28 CB Granule                  
162304,34.262985,-2.6765683,48 Migrating Int Pbx3          
31028,26.138466,26.977392,28 CB Granule                  
123018,31.743345,36.895344,28 CB Granule                  
