,TSNE_1,TSNE_2,cluster_assignment
140284,48.403507,8.111567,28 CB Granule                  
120364,-40.862026,1.1060778,53 Unresolved                  
5054,25.201445,-0.026038386,46 Migrating Int Cpa6          
5384,-6.479057,-38.17116,17 CTX PyrL6                   
145949,-20.959679,-13.458883,53 Unresolved                  
77556,15.107101,53.512302,72 Ependyma                    
31608,-11.910648,5.8255377,53 Unresolved                  
37885,6.352212,-0.23267572,44 Migrating Int Lhx6          
146845,-1.6116251,37.669228,61 OPC                         
928,-23.600945,-49.540146,9 CTX PyrL2/L3/L4 Mef2c        
122060,-3.06473,33.361267,61 OPC                         
303,-10.961869,-36.29483,53 Unresolved                  
66611,-5.8132153,-34.034126,53 Unresolved                  
10188,-31.353254,-10.728078,53 Unresolved                  
119454,-16.198626,1.1034571,53 Unresolved                  
114600,-42.610302,5.3578033,53 Unresolved                  
157864,-10.398245,53.097954,57 Oligo MOL                   
69728,-33.108864,-16.688856,53 Unresolved                  
43057,-4.8833957,-17.69548,53 Unresolved                  
89709,-27.660673,-1.1296923,19 MTt Glut                    
106803,25.7136,-3.6794488,47 Migrating Int Foxp2         
76145,15.493298,1.5089306,48 Migrating Int Pbx3          
134355,20.42961,-15.441807,4 Medium Spiny Neurons         
142273,33.143864,22.37581,36 HIPP Granule Mki67          
102268,-25.702656,-16.430887,53 Unresolved                  
65878,32.408653,47.613636,68 Astro Slc7a10               
120596,-37.809383,13.907776,53 Unresolved                  
153268,37.536064,20.9496,25 CB Granule Precursor        
7711,0.034622062,-25.541136,53 Unresolved                  
22042,-25.977041,-45.678753,14 CTX PyrL6a                  
122078,-3.8239627,-43.729477,17 CTX PyrL6                   
116138,-45.455692,5.158412,53 Unresolved                  
22512,-9.119448,5.9861474,53 Unresolved                  
4975,-39.87732,13.154531,53 Unresolved                  
98441,29.982878,54.147903,68 Astro Slc7a10               
49707,2.7881784,-2.8385158,53 Unresolved                  
113043,-16.360092,-14.730664,14 CTX PyrL6a                  
96808,14.505673,0.3109444,48 Migrating Int Pbx3          
7659,-25.523077,-40.87154,7 CTX PyrL2/L3 Met             
40054,-24.391817,-42.638264,7 CTX PyrL2/L3 Met             
25101,-31.157635,-16.688932,53 Unresolved                  
79740,-22.11321,-35.62726,11 CTX PyrL4/L5                
144515,28.269718,-1.1695014,53 Unresolved                  
139215,52.08408,-6.0393276,28 CB Granule                  
37836,-18.48259,-27.80397,41 HIPP Pyr Npy2r              
71892,-30.525963,-17.312479,53 Unresolved                  
130287,22.850079,47.901306,71 Bergmann Glia               
160861,-16.951435,12.283571,31 MD Int Rxfp2                
13786,-14.620502,10.527152,53 Unresolved                  
102715,-2.6947186,-5.1869597,53 Unresolved                  
97546,24.589808,1.9746026,46 Migrating Int Cpa6          
62982,6.728492,-1.6788213,44 Migrating Int Lhx6          
7310,16.066565,-12.00626,47 Migrating Int Foxp2         
79353,-5.8903165,33.2369,53 Unresolved                  
135510,-31.909142,-19.334673,53 Unresolved                  
107556,46.021004,4.6429243,28 CB Granule                  
107003,-25.755041,-1.9722861,53 Unresolved                  
67463,33.752064,58.026352,69 Astro Prdm16                
19846,26.321373,-24.37179,53 Unresolved                  
117892,-25.008823,-40.627876,53 Unresolved                  
69353,42.053146,17.877144,28 CB Granule                  
126632,-7.0739307,-5.3155155,53 Unresolved                  
78143,2.9486947,4.350399,53 Unresolved                  
112971,39.64936,18.41227,25 CB Granule Precursor        
29059,50.870937,-3.7623203,28 CB Granule                  
12876,-5.157918,-29.357077,9 CTX PyrL2/L3/L4 Mef2c        
26318,-24.627613,-51.11278,53 Unresolved                  
9180,23.315804,54.61305,69 Astro Prdm16                
57759,3.0721943,-3.7002017,53 Unresolved                  
23943,18.267653,-16.306652,4 Medium Spiny Neurons         
112359,-6.628433,26.79569,53 Unresolved                  
84555,12.724972,0.9388978,49 Migrating Int Lgr6          
6310,-18.784695,-21.204062,20 THAL Glut                   
126586,28.454527,55.17897,68 Astro Slc7a10               
114386,-16.532856,1.4608697,53 Unresolved                  
11407,41.52219,3.464346,28 CB Granule                  
7542,27.40311,-24.037329,4 Medium Spiny Neurons         
72634,52.0509,-3.2543147,28 CB Granule                  
103845,-16.4961,-3.2039168,53 Unresolved                  
80683,-11.430044,-52.253754,17 CTX PyrL6                   
148848,-10.823073,-37.931095,9 CTX PyrL2/L3/L4 Mef2c        
135733,-26.66821,-8.650075,2 OB Mitral/Tufted Ms4a15      
104934,-36.865517,-0.9289259,53 Unresolved                  
103213,-20.086935,-33.14276,53 Unresolved                  
148860,-28.632639,-26.556307,53 Unresolved                  
100080,15.270638,2.0046558,48 Migrating Int Pbx3          
13352,0.6938139,5.8533454,53 Unresolved                  
93389,-16.438084,8.659926,53 Unresolved                  
69009,41.27407,15.513946,28 CB Granule                  
4573,-16.546911,-13.209057,53 Unresolved                  
156542,2.7327332,-21.919687,13 CTX PyrL5 Fezf2             
77728,36.243816,23.394588,24 CB Int Progenitor           
87811,-38.991215,6.1506863,53 Unresolved                  
20288,-16.942816,8.0713215,53 Unresolved                  
8601,16.076384,0.31922802,48 Migrating Int Pbx3          
116900,17.943235,-21.25526,4 Medium Spiny Neurons         
103939,-34.46798,-9.834031,20 THAL Glut                   
17440,-13.82589,-15.911339,9 CTX PyrL2/L3/L4 Mef2c        
114903,-14.060926,15.519764,42 SC Glut Hmga2               
46930,24.860214,1.8110901,46 Migrating Int Cpa6          
74988,-29.760609,-37.552273,11 CTX PyrL4/L5                
20766,-3.3832068,-19.221088,9 CTX PyrL2/L3/L4 Mef2c        
91120,-13.291298,-50.03314,53 Unresolved                  
134946,41.38163,9.25178,25 CB Granule Precursor        
66487,-4.2137895,0.21574534,44 Migrating Int Lhx6          
68358,7.521499,-7.970704,1 OB Mitral/Tufted Eomes       
152438,-21.185297,-20.827642,53 Unresolved                  
13778,-20.77083,-38.023968,53 Unresolved                  
70035,35.591328,56.693115,69 Astro Prdm16                
121132,-11.54601,7.3704123,19 MTt Glut                    
80194,36.672237,12.503965,53 Unresolved                  
85250,-43.37108,10.099789,53 Unresolved                  
64819,-9.096902,50.506508,56 Oligo MFOL1                 
162825,8.051386,-42.62294,9 CTX PyrL2/L3/L4 Mef2c        
115928,-42.71744,2.9716265,53 Unresolved                  
70790,8.082628,54.853344,64 Endothelia                  
46265,29.70006,45.516468,69 Astro Prdm16                
66512,-14.578881,-4.851621,48 Migrating Int Pbx3          
21295,10.326928,-25.096786,36 HIPP Granule Mki67          
39774,-31.016914,-10.941247,53 Unresolved                  
61729,25.948984,47.33066,69 Astro Prdm16                
62313,26.092693,-0.29801124,46 Migrating Int Cpa6          
57407,-21.531248,-12.313595,53 Unresolved                  
26827,-0.09754609,-39.67378,53 Unresolved                  
115719,-4.770398,37.199203,61 OPC                         
130720,-19.504333,-27.545547,11 CTX PyrL4/L5                
76657,-8.6819725,-37.140656,9 CTX PyrL2/L3/L4 Mef2c        
144542,24.626926,-20.780386,4 Medium Spiny Neurons         
50133,-5.137898,-15.509031,53 Unresolved                  
79211,-5.6387734,-7.6892695,44 Migrating Int Lhx6          
123078,40.854355,6.1766086,28 CB Granule                  
88629,-33.19705,-5.7521644,20 THAL Glut                   
16710,-26.607647,-47.737045,7 CTX PyrL2/L3 Met             
25611,31.826061,53.139072,69 Astro Prdm16                
94791,-14.623498,-3.978658,53 Unresolved                  
76484,-8.755416,51.33093,57 Oligo MOL                   
160028,-45.41136,12.639317,53 Unresolved                  
124028,32.372425,23.102015,53 Unresolved                  
103438,-26.471354,-46.79758,53 Unresolved                  
77020,12.619218,57.31998,67 VLMC Slc47a1                
137597,6.2568736,-20.967562,4 Medium Spiny Neurons         
67775,47.61157,1.3471247,28 CB Granule                  
82792,7.6343293,-24.261011,40 HIPP Granule/PyrCA3         
128292,-33.8688,-8.094266,20 THAL Glut                   
81484,-3.096425,-4.2828193,44 Migrating Int Lhx6          
96063,38.38363,22.028387,25 CB Granule Precursor        
79246,-45.425858,13.666873,53 Unresolved                  
20676,10.106847,-32.47379,9 CTX PyrL2/L3/L4 Mef2c        
88938,-15.691727,0.76593286,53 Unresolved                  
122047,35.198444,27.110079,29 CB Int Precursor            
1079,7.8567343,54.01848,69 Astro Prdm16                
73255,52.774887,-4.8637934,28 CB Granule                  
46215,51.30899,-0.528441,53 Unresolved                  
148214,42.701862,8.558738,28 CB Granule                  
46639,-8.81213,-36.573418,53 Unresolved                  
134951,-4.267972,-22.822924,53 Unresolved                  
45132,-28.083456,-21.577745,53 Unresolved                  
160345,-17.588625,-5.191092,53 Unresolved                  
92494,5.6027527,56.217808,63 Microglia                   
95225,-0.5604868,37.988365,61 OPC                         
14566,32.666946,20.81206,25 CB Granule Precursor        
148989,20.567148,45.165173,71 Bergmann Glia               
147855,6.2297487,-21.292242,53 Unresolved                  
57280,-30.958687,18.137926,53 Unresolved                  
108279,52.727287,-3.3815298,28 CB Granule                  
158804,-28.157478,-38.070328,11 CTX PyrL4/L5                
64871,-21.944628,-8.772961,53 Unresolved                  
131232,43.731567,6.9090385,25 CB Granule Precursor        
117869,-9.902377,-35.45811,7 CTX PyrL2/L3 Met             
42267,10.057695,-39.96937,9 CTX PyrL2/L3/L4 Mef2c        
146076,19.666275,-14.532127,4 Medium Spiny Neurons         
132828,32.922195,21.838802,69 Astro Prdm16                
90104,-11.207827,-9.040255,53 Unresolved                  
72802,-10.527126,50.758583,56 Oligo MFOL1                 
135653,-46.914772,9.648254,53 Unresolved                  
109817,23.136078,-21.01252,4 Medium Spiny Neurons         
40904,4.156227,35.093376,61 OPC                         
159400,-15.6978245,-50.372173,14 CTX PyrL6a                  
90826,-11.610582,-4.753448,53 Unresolved                  
73610,20.63293,-16.54536,4 Medium Spiny Neurons         
145142,-11.367977,-37.440067,9 CTX PyrL2/L3/L4 Mef2c        
160376,9.587943,54.36276,65 SMC                         
115143,19.014837,37.471485,8 CTX PyrL4 Wnt5b              
93322,3.9214673,0.033321913,44 Migrating Int Lhx6          
21426,28.3334,53.276665,69 Astro Prdm16                
103195,0.3941122,-34.554153,53 Unresolved                  
33631,27.12137,-24.774645,4 Medium Spiny Neurons         
143432,-25.894953,-50.165062,9 CTX PyrL2/L3/L4 Mef2c        
70560,-18.129128,-8.268021,11 CTX PyrL4/L5                
94312,-45.390327,10.958748,53 Unresolved                  
39443,-28.205574,-50.982586,53 Unresolved                  
132603,32.932056,54.58721,68 Astro Slc7a10               
125753,-21.523216,10.112974,53 Unresolved                  
14963,35.67783,55.034496,71 Bergmann Glia               
133686,6.0834208,36.630035,61 OPC                         
43779,5.528083,-41.015373,9 CTX PyrL2/L3/L4 Mef2c        
116504,1.2548913,-17.79714,53 Unresolved                  
90669,13.815727,-8.639127,48 Migrating Int Pbx3          
109188,-0.08888764,38.57582,61 OPC                         
121651,-27.637613,16.580057,53 Unresolved                  
110115,14.379526,-1.8517698,53 Unresolved                  
127206,47.996857,2.3832774,28 CB Granule                  
100237,45.385975,8.490839,28 CB Granule                  
20029,2.7859294,-5.406362,44 Migrating Int Lhx6          
32103,32.516754,58.242096,69 Astro Prdm16                
85223,-40.24407,12.958095,53 Unresolved                  
9584,26.573954,2.458908,46 Migrating Int Cpa6          
152242,0.991813,-33.202896,9 CTX PyrL2/L3/L4 Mef2c        
24450,-18.687923,-13.600845,53 Unresolved                  
56473,17.853699,-14.529765,4 Medium Spiny Neurons         
68718,10.657769,55.830803,66 VLMC Slc6a13                
71740,-21.336765,3.6131985,53 Unresolved                  
43183,-25.49802,3.3246315,53 Unresolved                  
33409,44.21029,10.7881565,28 CB Granule                  
14506,17.994898,-15.924298,4 Medium Spiny Neurons         
109674,2.198215,-41.20729,17 CTX PyrL6                   
155926,-16.190737,-19.693802,53 Unresolved                  
131448,21.7234,44.368195,69 Astro Prdm16                
45980,-24.248932,-2.6414347,53 Unresolved                  
117400,-20.85259,-20.85811,53 Unresolved                  
143793,5.470227,-26.528414,38 HIPP Pyr Grik4              
139495,8.841275,-38.499493,9 CTX PyrL2/L3/L4 Mef2c        
154132,-16.314854,-14.812613,9 CTX PyrL2/L3/L4 Mef2c        
15417,-23.57392,-27.399702,53 Unresolved                  
30347,-2.2852821,34.934063,61 OPC                         
124963,0.76719797,-43.50266,12 CTX PyrL5 Itgb3             
105319,-13.366146,8.408953,53 Unresolved                  
21077,-14.616526,13.837421,53 Unresolved                  
114329,11.016775,59.157215,66 VLMC Slc6a13                
156170,-8.438601,46.78145,58 Oligo NFOL1                 
131258,-4.324307,-31.92514,11 CTX PyrL4/L5                
59581,45.2547,1.9529023,28 CB Granule                  
83031,10.435852,58.12653,66 VLMC Slc6a13                
91650,-16.625698,15.53457,53 Unresolved                  
93215,39.043674,23.820528,25 CB Granule Precursor        
128474,5.190464,-40.293358,9 CTX PyrL2/L3/L4 Mef2c        
43109,16.813362,-17.357697,4 Medium Spiny Neurons         
25919,-10.350409,-37.55075,9 CTX PyrL2/L3/L4 Mef2c        
33110,14.377003,-0.6781887,46 Migrating Int Cpa6          
99673,-3.1538215,37.9684,61 OPC                         
76259,-15.016221,-20.904707,53 Unresolved                  
39598,-22.863285,-50.693325,9 CTX PyrL2/L3/L4 Mef2c        
161181,30.328669,45.160824,69 Astro Prdm16                
98244,43.244293,13.534519,28 CB Granule                  
108114,47.887363,7.7224507,28 CB Granule                  
146558,-30.571983,-47.654205,2 OB Mitral/Tufted Ms4a15      
114273,-18.113377,-53.244877,9 CTX PyrL2/L3/L4 Mef2c        
17651,4.245521,-33.701866,6 CTX PyrL2/L3/L4 Ntf3         
9583,21.02906,48.086967,71 Bergmann Glia               
62103,-11.202598,55.116917,57 Oligo MOL                   
41202,-38.123085,11.618164,53 Unresolved                  
133068,-32.536045,18.494791,28 CB Granule                  
131970,-21.965313,11.140772,53 Unresolved                  
59320,-5.6828847,-17.536062,53 Unresolved                  
116917,51.971348,5.3075953,28 CB Granule                  
40479,12.592258,54.72191,73 OEC                         
122677,-2.4048312,-34.910473,9 CTX PyrL2/L3/L4 Mef2c        
6688,-31.467934,-2.4877462,53 Unresolved                  
78652,35.624718,21.459188,48 Migrating Int Pbx3          
128927,-21.910635,-23.378649,11 CTX PyrL4/L5                
126427,21.396357,-25.985857,4 Medium Spiny Neurons         
161611,2.6053398,37.459564,61 OPC                         
71708,-33.757263,-4.1997013,20 THAL Glut                   
79957,-5.9635277,-36.37684,9 CTX PyrL2/L3/L4 Mef2c        
85391,-29.992447,-9.7776985,20 THAL Glut                   
97325,-35.936836,-6.833795,32 Nigral Dopaminergic         
53406,28.411583,-21.872831,4 Medium Spiny Neurons         
4884,-4.918976,41.42946,61 OPC                         
154459,43.975098,3.6038728,28 CB Granule                  
2895,27.48173,55.07431,68 Astro Slc7a10               
98107,-13.087335,0.711635,53 Unresolved                  
45761,53.105904,-1.4348657,28 CB Granule                  
73580,-24.39192,22.06906,53 Unresolved                  
144817,27.425177,-21.628574,4 Medium Spiny Neurons         
50837,1.6946135,-41.836563,13 CTX PyrL5 Fezf2             
125714,5.4318676,7.239744,53 Unresolved                  
90746,8.849398,-7.251809,53 Unresolved                  
143462,-29.579214,-47.100285,53 Unresolved                  
65251,6.634659,-26.95589,53 Unresolved                  
118269,-27.545563,-11.699802,20 THAL Glut                   
68846,-28.72429,14.356052,53 Unresolved                  
82331,37.687172,24.917202,25 CB Granule Precursor        
139257,-10.2827425,53.797474,57 Oligo MOL                   
130007,-26.540527,19.903732,42 SC Glut Hmga2               
145266,-3.4881437,-42.740166,16 CTX PyrL5/L6 Npr3           
139702,-12.627792,-10.059001,53 Unresolved                  
60182,-13.123922,8.67729,53 Unresolved                  
86413,-13.144117,3.6319003,53 Unresolved                  
11665,54.516323,4.232065,28 CB Granule                  
34002,-41.394203,10.474449,53 Unresolved                  
35254,6.569149,-33.440308,9 CTX PyrL2/L3/L4 Mef2c        
18138,24.915308,-23.097563,4 Medium Spiny Neurons         
143044,1.154096,-30.902456,53 Unresolved                  
48091,-7.027881,9.035301,53 Unresolved                  
61595,-1.2668457,-33.38602,9 CTX PyrL2/L3/L4 Mef2c        
121786,28.113892,40.586037,69 Astro Prdm16                
149962,-20.571016,8.106268,30 MD Glyc Int                 
143740,19.802048,-24.570505,53 Unresolved                  
53009,24.311047,41.119072,69 Astro Prdm16                
97777,29.211435,58.974186,68 Astro Slc7a10               
123786,56.16597,-5.1415153,28 CB Granule                  
74632,18.476532,2.466611,46 Migrating Int Cpa6          
85762,-27.069912,0.9645071,53 Unresolved                  
100523,16.201431,-8.107028,47 Migrating Int Foxp2         
38758,10.986443,-9.976791,53 Unresolved                  
24369,-3.4713807,36.25967,61 OPC                         
154899,31.668018,47.623886,69 Astro Prdm16                
96761,-10.605535,10.004804,53 Unresolved                  
69072,10.340915,55.62669,65 SMC                         
74671,30.612604,3.214425,44 Migrating Int Lhx6          
102996,22.957346,-16.322905,4 Medium Spiny Neurons         
37756,-34.747383,10.09966,53 Unresolved                  
70255,-5.580662,33.4145,61 OPC                         
18437,15.44727,-16.076054,4 Medium Spiny Neurons         
19904,-5.426988,-21.18031,53 Unresolved                  
23205,-35.160587,13.8961525,4 Medium Spiny Neurons         
44746,-3.218044,-18.293798,53 Unresolved                  
43678,17.982027,-1.9312483,48 Migrating Int Pbx3          
138153,19.727755,1.4631641,48 Migrating Int Pbx3          
55892,27.485167,45.203823,69 Astro Prdm16                
88557,-0.7958981,-32.881317,9 CTX PyrL2/L3/L4 Mef2c        
43091,18.948818,-13.983293,4 Medium Spiny Neurons         
7668,-17.283463,-32.811447,53 Unresolved                  
144034,-8.655906,49.754345,56 Oligo MFOL1                 
61284,43.359936,5.4626904,28 CB Granule                  
101080,52.918144,-2.039516,28 CB Granule                  
90719,-21.81374,-18.118969,53 Unresolved                  
132062,17.514387,1.2283286,48 Migrating Int Pbx3          
84468,2.6742334,-1.2891201,53 Unresolved                  
38655,-21.013212,12.880859,4 Medium Spiny Neurons         
160355,-2.8590913,-14.948419,53 Unresolved                  
62569,-12.539441,9.744134,9 CTX PyrL2/L3/L4 Mef2c        
100384,36.851673,56.66373,68 Astro Slc7a10               
60107,19.381603,3.1961634,48 Migrating Int Pbx3          
102979,2.6630654,-28.433054,6 CTX PyrL2/L3/L4 Ntf3         
53576,-42.358875,5.209467,53 Unresolved                  
127687,-42.623863,0.54418,53 Unresolved                  
38898,-7.005516,-50.475708,16 CTX PyrL5/L6 Npr3           
86126,16.831081,-18.124151,9 CTX PyrL2/L3/L4 Mef2c        
44898,50.220894,8.147115,28 CB Granule                  
6536,-33.570763,-16.478846,53 Unresolved                  
111651,-18.733122,-22.196943,53 Unresolved                  
53936,-31.788118,-16.300476,53 Unresolved                  
69131,16.847855,0.5445653,48 Migrating Int Pbx3          
39451,-5.74218,-36.180405,9 CTX PyrL2/L3/L4 Mef2c        
38626,-36.0481,0.48444337,53 Unresolved                  
58708,55.970753,-1.180661,28 CB Granule                  
91981,-21.964375,-2.791918,53 Unresolved                  
39702,-8.633223,-18.002417,53 Unresolved                  
66822,-22.244709,7.6182766,53 Unresolved                  
2995,26.69737,49.331066,69 Astro Prdm16                
45699,15.41786,-15.2366495,4 Medium Spiny Neurons         
103731,-8.14657,52.34851,57 Oligo MOL                   
71600,56.570377,-0.5756375,28 CB Granule                  
133546,-27.28295,-14.835376,53 Unresolved                  
88054,-19.117498,-15.8989315,53 Unresolved                  
33471,-10.127299,54.6909,57 Oligo MOL                   
70450,27.092978,56.837116,70 Astro Gfap                  
43262,-9.008518,54.573997,57 Oligo MOL                   
122202,-7.558356,-21.694818,53 Unresolved                  
38550,-0.5471852,-44.443092,17 CTX PyrL6                   
15976,-23.639652,-48.101276,7 CTX PyrL2/L3 Met             
114922,-12.409405,-27.726654,53 Unresolved                  
62316,32.95977,47.333893,69 Astro Prdm16                
148367,-11.715496,-48.03642,17 CTX PyrL6                   
124924,-10.410676,-18.1067,20 THAL Glut                   
157059,48.7808,-5.033663,28 CB Granule                  
88317,9.619694,56.84284,66 VLMC Slc6a13                
73858,-9.323181,5.2594166,53 Unresolved                  
107349,-1.1406015,-41.801884,17 CTX PyrL6                   
161899,7.678746,-23.717869,9 CTX PyrL2/L3/L4 Mef2c        
53520,-1.8540648,-39.361347,14 CTX PyrL6a                  
102494,43.728817,-1.9323453,9 CTX PyrL2/L3/L4 Mef2c        
151064,7.8223624,-36.32202,6 CTX PyrL2/L3/L4 Ntf3         
95201,-16.737299,-31.94692,11 CTX PyrL4/L5                
63473,-32.672188,-28.752321,53 Unresolved                  
45246,23.451841,-18.538145,4 Medium Spiny Neurons         
126185,45.98156,-0.5720367,28 CB Granule                  
144281,-33.970554,1.6330488,53 Unresolved                  
97919,0.8567076,-6.90281,48 Migrating Int Pbx3          
19557,-41.749214,11.329053,53 Unresolved                  
89234,-11.214581,53.678295,56 Oligo MFOL1                 
162637,-3.258871,38.64966,61 OPC                         
20567,-42.599632,6.3857512,53 Unresolved                  
73579,14.755023,0.54130507,48 Migrating Int Pbx3          
97218,7.156308,-41.61512,9 CTX PyrL2/L3/L4 Mef2c        
118831,-43.123623,-0.9090771,53 Unresolved                  
132955,-22.466915,-52.69787,9 CTX PyrL2/L3/L4 Mef2c        
24556,50.65392,-2.2151294,28 CB Granule                  
68161,-17.743834,25.349302,53 Unresolved                  
70497,19.086811,48.988377,69 Astro Prdm16                
31593,33.775894,23.491526,29 CB Int Precursor            
113428,-7.521351,-25.695494,53 Unresolved                  
42283,-22.18831,-45.82696,14 CTX PyrL6a                  
98267,6.451416,-40.28344,9 CTX PyrL2/L3/L4 Mef2c        
57877,-33.856514,12.231194,53 Unresolved                  
3618,2.8065388,-28.759083,35 HIPP Pyr Crym               
23035,-24.770239,14.331081,22 Purkinje Early              
39939,-42.635612,6.3788376,53 Unresolved                  
76003,25.316751,-22.371197,4 Medium Spiny Neurons         
10510,-23.536165,-31.048964,9 CTX PyrL2/L3/L4 Mef2c        
90626,-28.432354,4.521514,53 Unresolved                  
57411,37.046806,51.300556,69 Astro Prdm16                
72836,5.589422,-36.078022,6 CTX PyrL2/L3/L4 Ntf3         
159185,25.281874,-22.253975,4 Medium Spiny Neurons         
97683,-7.3696775,13.045622,44 Migrating Int Lhx6          
45760,-24.652477,-52.1569,9 CTX PyrL2/L3/L4 Mef2c        
50212,39.42884,22.017796,25 CB Granule Precursor        
66300,-8.075409,47.339832,58 Oligo NFOL1                 
147162,-9.663245,-30.821,20 THAL Glut                   
72463,36.99975,52.24471,68 Astro Slc7a10               
36514,-10.729672,-52.09507,53 Unresolved                  
113927,45.347904,3.8545687,28 CB Granule                  
48708,2.03284,-36.260185,9 CTX PyrL2/L3/L4 Mef2c        
78140,2.033228,1.2077727,44 Migrating Int Lhx6          
62340,54.378044,-6.7267885,28 CB Granule                  
136135,12.248414,54.908978,73 OEC                         
4830,-31.43147,22.172014,23 Purkinje Late               
138006,-42.45747,-1.5349002,10 CTX PyrL4 Rorb              
28946,0.7423069,31.975204,61 OPC                         
129931,49.753014,-1.5048399,28 CB Granule                  
149736,5.904414,-9.786095,53 Unresolved                  
67807,-32.27863,1.2281543,30 MD Glyc Int                 
82689,22.192848,46.760445,71 Bergmann Glia               
145450,-35.23087,5.786626,53 Unresolved                  
41491,-8.882984,10.466319,19 MTt Glut                    
11709,43.827915,1.4102818,53 Unresolved                  
144299,-3.7862935,32.892498,61 OPC                         
37649,-0.5174696,12.028628,53 Unresolved                  
7774,-25.763727,21.624128,53 Unresolved                  
145064,-24.183441,-17.971779,20 THAL Glut                   
99708,40.54474,11.528013,28 CB Granule                  
27787,47.52978,-0.639884,28 CB Granule                  
31645,28.830788,44.293106,68 Astro Slc7a10               
2696,47.7234,5.8177686,28 CB Granule                  
96456,21.26329,-15.928006,4 Medium Spiny Neurons         
1163,-23.68444,10.4872265,53 Unresolved                  
54483,58.515675,-5.718933,28 CB Granule                  
56952,-22.427387,17.917356,42 SC Glut Hmga2               
108987,-43.841816,15.045905,53 Unresolved                  
63895,0.61616945,-28.963884,11 CTX PyrL4/L5                
129672,-6.5319796,-7.5766225,53 Unresolved                  
49165,2.3207333,5.12851,53 Unresolved                  
69642,-28.438171,3.5190153,53 Unresolved                  
18781,33.830887,54.90132,68 Astro Slc7a10               
66197,30.555597,56.140694,69 Astro Prdm16                
108043,30.557373,38.461723,71 Bergmann Glia               
36339,-14.646631,12.992747,53 Unresolved                  
38570,-12.852548,-53.115368,53 Unresolved                  
142591,-18.071178,-9.64872,11 CTX PyrL4/L5                
45658,55.025288,-4.819476,28 CB Granule                  
26436,9.719195,-24.758879,39 HIPP Granule Nrp2           
146049,34.920315,28.721085,25 CB Granule Precursor        
61577,-6.1920495,-7.3187265,53 Unresolved                  
90410,-13.475707,3.2666788,53 Unresolved                  
139503,30.305635,56.384956,68 Astro Slc7a10               
99579,-32.65084,-3.4509165,53 Unresolved                  
88226,-9.663957,-49.40814,17 CTX PyrL6                   
9328,-46.98557,8.864973,4 Medium Spiny Neurons         
121182,29.578423,55.55692,68 Astro Slc7a10               
19001,1.8817296,39.247887,61 OPC                         
136899,-10.872055,-35.82523,9 CTX PyrL2/L3/L4 Mef2c        
85011,-5.9830923,-2.152398,53 Unresolved                  
2755,-31.620815,0.05246701,19 MTt Glut                    
75843,22.403051,-0.58486605,46 Migrating Int Cpa6          
148170,17.21555,-25.265379,53 Unresolved                  
82499,-14.941868,15.103707,30 MD Glyc Int                 
31943,5.477332,-40.282383,9 CTX PyrL2/L3/L4 Mef2c        
70896,-34.93468,-10.871576,9 CTX PyrL2/L3/L4 Mef2c        
141803,-1.6226398,36.658474,61 OPC                         
10146,-15.46297,13.094986,53 Unresolved                  
106582,-17.604168,-37.25069,17 CTX PyrL6                   
123605,-23.879166,19.198875,53 Unresolved                  
10966,42.330856,11.70055,28 CB Granule                  
127325,5.4922433,-40.09079,9 CTX PyrL2/L3/L4 Mef2c        
17050,-21.35209,19.918701,53 Unresolved                  
92589,-26.688307,-35.025455,11 CTX PyrL4/L5                
109750,-2.6904511,40.693447,73 OEC                         
47251,30.07106,58.96442,68 Astro Slc7a10               
91842,-29.84146,15.805756,53 Unresolved                  
59492,-18.411654,-3.0176816,53 Unresolved                  
17125,51.8976,-5.175337,28 CB Granule                  
96181,53.856308,-6.539645,28 CB Granule                  
157889,-8.613952,-33.049503,9 CTX PyrL2/L3/L4 Mef2c        
87494,-16.823189,10.577592,53 Unresolved                  
71468,-20.083866,-49.9103,7 CTX PyrL2/L3 Met             
35256,-11.799289,-30.36598,34 SUB Pyr                     
153837,29.7376,57.09764,68 Astro Slc7a10               
13844,-14.703733,-9.597993,44 Migrating Int Lhx6          
141277,-35.72715,-40.596172,53 Unresolved                  
55753,27.141163,-22.760256,4 Medium Spiny Neurons         
31696,-23.080385,-39.185528,53 Unresolved                  
124458,5.5981693,-9.325766,53 Unresolved                  
15174,22.66483,39.487396,53 Unresolved                  
41060,-19.631374,-50.79664,53 Unresolved                  
119808,-27.976658,-48.82641,53 Unresolved                  
66790,-13.424805,-26.012506,53 Unresolved                  
23277,34.954983,51.58834,69 Astro Prdm16                
78813,27.532673,-20.124702,4 Medium Spiny Neurons         
21383,-3.1731074,-4.3251038,53 Unresolved                  
113395,-16.118284,-0.89117384,53 Unresolved                  
151380,21.928516,12.931655,53 Unresolved                  
158664,-25.873913,5.7514844,53 Unresolved                  
22573,22.352968,1.4628949,46 Migrating Int Cpa6          
28014,2.6698952,0.35014197,44 Migrating Int Lhx6          
123811,22.639784,11.23684,26 CB Int Stellate/Basket      
31375,-22.036173,-47.93223,53 Unresolved                  
146461,48.89967,1.1770968,28 CB Granule                  
161293,-15.285265,15.211182,46 Migrating Int Cpa6          
143487,-25.67425,17.892338,53 Unresolved                  
61024,25.027105,-2.8012507,46 Migrating Int Cpa6          
71676,54.501694,-2.8994853,28 CB Granule                  
155001,-19.544075,-2.2648654,53 Unresolved                  
