Health,batch,Location,Subject,Cluster,Count,Total,Other
Inflamed,2,LP,N661,Macrophages,3833,17371,13538
Inflamed,2,LP,N661,Microvascular,0,17371,17371
Inflamed,2,LP,N661,Myofibroblasts,0,17371,17371
Inflamed,2,LP,N661,NKs,489,17371,16882
Inflamed,2,LP,N661,Pericytes,0,17371,17371
Inflamed,2,LP,N661,Plasma,3205,17371,14166
Inflamed,2,LP,N661,Post-capillary Venules,0,17371,17371
Inflamed,2,LP,N661,RSPO3+,0,17371,17371
Inflamed,2,LP,N661,Secretory TA,0,17371,17371
Inflamed,2,LP,N661,Stem,0,17371,17371
Inflamed,2,LP,N661,TA 1,0,17371,17371
Inflamed,2,LP,N661,TA 2,0,17371,17371
Inflamed,2,LP,N661,Tregs,422,17371,16949
Inflamed,2,LP,N661,Tuft,0,17371,17371
Inflamed,2,LP,N661,WNT2B+ Fos-hi,0,17371,17371
Inflamed,2,LP,N661,WNT2B+ Fos-lo 1,0,17371,17371
Inflamed,2,LP,N661,WNT2B+ Fos-lo 2,0,17371,17371
Inflamed,2,LP,N661,WNT5B+ 1,0,17371,17371
Inflamed,2,LP,N661,WNT5B+ 2,0,17371,17371
Non-inflamed,0,Epi,N7,Best4+ Enterocytes,2,516,514
Non-inflamed,0,Epi,N7,CD4+ Activated Fos-hi,0,516,516
Non-inflamed,0,Epi,N7,CD4+ Activated Fos-lo,0,516,516
Non-inflamed,0,Epi,N7,CD4+ Memory,0,516,516
Non-inflamed,0,Epi,N7,CD4+ PD1+,0,516,516
Non-inflamed,0,Epi,N7,CD8+ IELs,0,516,516
Non-inflamed,0,Epi,N7,CD8+ IL17+,0,516,516
Non-inflamed,0,Epi,N7,CD8+ LP,0,516,516
Non-inflamed,0,Epi,N7,CD69+ Mast,0,516,516
Non-inflamed,0,Epi,N7,CD69- Mast,0,516,516
Non-inflamed,0,Epi,N7,Cycling B,0,516,516
Non-inflamed,0,Epi,N7,Cycling Monocytes,0,516,516
Non-inflamed,0,Epi,N7,Cycling T,0,516,516
Non-inflamed,0,Epi,N7,Cycling TA,47,516,469
Non-inflamed,0,Epi,N7,DC1,0,516,516
Non-inflamed,0,Epi,N7,DC2,0,516,516
Non-inflamed,0,Epi,N7,Endothelial,0,516,516
Non-inflamed,0,Epi,N7,Enterocyte Progenitors,157,516,359
Non-inflamed,0,Epi,N7,Enterocytes,2,516,514
Non-inflamed,0,Epi,N7,Enteroendocrine,9,516,507
Non-inflamed,0,Epi,N7,Follicular,0,516,516
Non-inflamed,0,Epi,N7,GC,0,516,516
Non-inflamed,0,Epi,N7,Glia,0,516,516
Non-inflamed,0,Epi,N7,Goblet,7,516,509
Non-inflamed,0,Epi,N7,ILCs,0,516,516
Non-inflamed,0,Epi,N7,Immature Enterocytes 1,31,516,485
Non-inflamed,0,Epi,N7,Immature Enterocytes 2,8,516,508
Non-inflamed,0,Epi,N7,Immature Goblet,42,516,474
Non-inflamed,0,Epi,N7,Inflammatory Fibroblasts,0,516,516
Non-inflamed,0,Epi,N7,Inflammatory Monocytes,0,516,516
Non-inflamed,0,Epi,N7,M cells,1,516,515
Non-inflamed,0,Epi,N7,MT-hi,0,516,516
Non-inflamed,0,Epi,N7,Macrophages,0,516,516
Non-inflamed,0,Epi,N7,Microvascular,0,516,516
Non-inflamed,0,Epi,N7,Myofibroblasts,0,516,516
Non-inflamed,0,Epi,N7,NKs,0,516,516
Non-inflamed,0,Epi,N7,Pericytes,0,516,516
Non-inflamed,0,Epi,N7,Plasma,0,516,516
Non-inflamed,0,Epi,N7,Post-capillary Venules,0,516,516
Non-inflamed,0,Epi,N7,RSPO3+,0,516,516
Non-inflamed,0,Epi,N7,Secretory TA,9,516,507
Non-inflamed,0,Epi,N7,Stem,0,516,516
Non-inflamed,0,Epi,N7,TA 1,167,516,349
Non-inflamed,0,Epi,N7,TA 2,31,516,485
Non-inflamed,0,Epi,N7,Tregs,0,516,516
Non-inflamed,0,Epi,N7,Tuft,3,516,513
Non-inflamed,0,Epi,N7,WNT2B+ Fos-hi,0,516,516
Non-inflamed,0,Epi,N7,WNT2B+ Fos-lo 1,0,516,516
Non-inflamed,0,Epi,N7,WNT2B+ Fos-lo 2,0,516,516
Non-inflamed,0,Epi,N7,WNT5B+ 1,0,516,516
Non-inflamed,0,Epi,N7,WNT5B+ 2,0,516,516
Non-inflamed,0,Epi,N8,Best4+ Enterocytes,0,0,0
Non-inflamed,0,Epi,N8,CD4+ Activated Fos-hi,0,0,0
Non-inflamed,0,Epi,N8,CD4+ Activated Fos-lo,0,0,0
Non-inflamed,0,Epi,N8,CD4+ Memory,0,0,0
Non-inflamed,0,Epi,N8,CD4+ PD1+,0,0,0
Non-inflamed,0,Epi,N8,CD8+ IELs,0,0,0
Non-inflamed,0,Epi,N8,CD8+ IL17+,0,0,0
Non-inflamed,0,Epi,N8,CD8+ LP,0,0,0
Non-inflamed,0,Epi,N8,CD69+ Mast,0,0,0
Non-inflamed,0,Epi,N8,CD69- Mast,0,0,0
Non-inflamed,0,Epi,N8,Cycling B,0,0,0
Non-inflamed,0,Epi,N8,Cycling Monocytes,0,0,0
Non-inflamed,0,Epi,N8,Cycling T,0,0,0
Non-inflamed,0,Epi,N8,Cycling TA,0,0,0
Non-inflamed,0,Epi,N8,DC1,0,0,0
Non-inflamed,0,Epi,N8,DC2,0,0,0
Non-inflamed,0,Epi,N8,Endothelial,0,0,0
Non-inflamed,0,Epi,N8,Enterocyte Progenitors,0,0,0
Non-inflamed,0,Epi,N8,Enterocytes,0,0,0
Non-inflamed,0,Epi,N8,Enteroendocrine,0,0,0
Non-inflamed,0,Epi,N8,Follicular,0,0,0
Non-inflamed,0,Epi,N8,GC,0,0,0
Non-inflamed,0,Epi,N8,Glia,0,0,0
Non-inflamed,0,Epi,N8,Goblet,0,0,0
Non-inflamed,0,Epi,N8,ILCs,0,0,0
Non-inflamed,0,Epi,N8,Immature Enterocytes 1,0,0,0
Non-inflamed,0,Epi,N8,Immature Enterocytes 2,0,0,0
Non-inflamed,0,Epi,N8,Immature Goblet,0,0,0
Non-inflamed,0,Epi,N8,Inflammatory Fibroblasts,0,0,0
Non-inflamed,0,Epi,N8,Inflammatory Monocytes,0,0,0
Non-inflamed,0,Epi,N8,M cells,0,0,0
Non-inflamed,0,Epi,N8,MT-hi,0,0,0
Non-inflamed,0,Epi,N8,Macrophages,0,0,0
Non-inflamed,0,Epi,N8,Microvascular,0,0,0
Non-inflamed,0,Epi,N8,Myofibroblasts,0,0,0
Non-inflamed,0,Epi,N8,NKs,0,0,0
Non-inflamed,0,Epi,N8,Pericytes,0,0,0
Non-inflamed,0,Epi,N8,Plasma,0,0,0
Non-inflamed,0,Epi,N8,Post-capillary Venules,0,0,0
Non-inflamed,0,Epi,N8,RSPO3+,0,0,0
Non-inflamed,0,Epi,N8,Secretory TA,0,0,0
Non-inflamed,0,Epi,N8,Stem,0,0,0
Non-inflamed,0,Epi,N8,TA 1,0,0,0
Non-inflamed,0,Epi,N8,TA 2,0,0,0
Non-inflamed,0,Epi,N8,Tregs,0,0,0
Non-inflamed,0,Epi,N8,Tuft,0,0,0
Non-inflamed,0,Epi,N8,WNT2B+ Fos-hi,0,0,0
Non-inflamed,0,Epi,N8,WNT2B+ Fos-lo 1,0,0,0
Non-inflamed,0,Epi,N8,WNT2B+ Fos-lo 2,0,0,0
Non-inflamed,0,Epi,N8,WNT5B+ 1,0,0,0
Non-inflamed,0,Epi,N8,WNT5B+ 2,0,0,0
Non-inflamed,0,Epi,N9,Best4+ Enterocytes,145,4609,4464
Non-inflamed,0,Epi,N9,CD4+ Activated Fos-hi,0,4609,4609
Non-inflamed,0,Epi,N9,CD4+ Activated Fos-lo,0,4609,4609
Non-inflamed,0,Epi,N9,CD4+ Memory,0,4609,4609
Non-inflamed,0,Epi,N9,CD4+ PD1+,0,4609,4609
Non-inflamed,0,Epi,N9,CD8+ IELs,0,4609,4609
Non-inflamed,0,Epi,N9,CD8+ IL17+,0,4609,4609
Non-inflamed,0,Epi,N9,CD8+ LP,0,4609,4609
Non-inflamed,0,Epi,N9,CD69+ Mast,0,4609,4609
Non-inflamed,0,Epi,N9,CD69- Mast,0,4609,4609
Non-inflamed,0,Epi,N9,Cycling B,0,4609,4609
Non-inflamed,0,Epi,N9,Cycling Monocytes,0,4609,4609
Non-inflamed,0,Epi,N9,Cycling T,0,4609,4609
Non-inflamed,0,Epi,N9,Cycling TA,635,4609,3974
Non-inflamed,0,Epi,N9,DC1,0,4609,4609
Non-inflamed,0,Epi,N9,DC2,0,4609,4609
Non-inflamed,0,Epi,N9,Endothelial,0,4609,4609
Non-inflamed,0,Epi,N9,Enterocyte Progenitors,366,4609,4243
Non-inflamed,0,Epi,N9,Enterocytes,342,4609,4267
Non-inflamed,0,Epi,N9,Enteroendocrine,29,4609,4580
Non-inflamed,0,Epi,N9,Follicular,0,4609,4609
Non-inflamed,0,Epi,N9,GC,0,4609,4609
Non-inflamed,0,Epi,N9,Glia,0,4609,4609
Non-inflamed,0,Epi,N9,Goblet,51,4609,4558
Non-inflamed,0,Epi,N9,ILCs,0,4609,4609
Non-inflamed,0,Epi,N9,Immature Enterocytes 1,213,4609,4396
Non-inflamed,0,Epi,N9,Immature Enterocytes 2,367,4609,4242
Non-inflamed,0,Epi,N9,Immature Goblet,328,4609,4281
Non-inflamed,0,Epi,N9,Inflammatory Fibroblasts,0,4609,4609
Non-inflamed,0,Epi,N9,Inflammatory Monocytes,0,4609,4609
Non-inflamed,0,Epi,N9,M cells,0,4609,4609
Non-inflamed,0,Epi,N9,MT-hi,0,4609,4609
Non-inflamed,0,Epi,N9,Macrophages,0,4609,4609
Non-inflamed,0,Epi,N9,Microvascular,0,4609,4609
Non-inflamed,0,Epi,N9,Myofibroblasts,0,4609,4609
Non-inflamed,0,Epi,N9,NKs,0,4609,4609
Non-inflamed,0,Epi,N9,Pericytes,0,4609,4609
Non-inflamed,0,Epi,N9,Plasma,0,4609,4609
Non-inflamed,0,Epi,N9,Post-capillary Venules,0,4609,4609
Non-inflamed,0,Epi,N9,RSPO3+,0,4609,4609
Non-inflamed,0,Epi,N9,Secretory TA,343,4609,4266
Non-inflamed,0,Epi,N9,Stem,121,4609,4488
Non-inflamed,0,Epi,N9,TA 1,1173,4609,3436
Non-inflamed,0,Epi,N9,TA 2,419,4609,4190
Non-inflamed,0,Epi,N9,Tregs,0,4609,4609
Non-inflamed,0,Epi,N9,Tuft,77,4609,4532
Non-inflamed,0,Epi,N9,WNT2B+ Fos-hi,0,4609,4609
Non-inflamed,0,Epi,N9,WNT2B+ Fos-lo 1,0,4609,4609
Non-inflamed,0,Epi,N9,WNT2B+ Fos-lo 2,0,4609,4609
Non-inflamed,0,Epi,N9,WNT5B+ 1,0,4609,4609
Non-inflamed,0,Epi,N9,WNT5B+ 2,0,4609,4609
Non-inflamed,0,Epi,N10,Best4+ Enterocytes,0,0,0
Non-inflamed,0,Epi,N10,CD4+ Activated Fos-hi,0,0,0
Non-inflamed,0,Epi,N10,CD4+ Activated Fos-lo,0,0,0
Non-inflamed,0,Epi,N10,CD4+ Memory,0,0,0
Non-inflamed,0,Epi,N10,CD4+ PD1+,0,0,0
Non-inflamed,0,Epi,N10,CD8+ IELs,0,0,0
Non-inflamed,0,Epi,N10,CD8+ IL17+,0,0,0
Non-inflamed,0,Epi,N10,CD8+ LP,0,0,0
Non-inflamed,0,Epi,N10,CD69+ Mast,0,0,0
Non-inflamed,0,Epi,N10,CD69- Mast,0,0,0
Non-inflamed,0,Epi,N10,Cycling B,0,0,0
Non-inflamed,0,Epi,N10,Cycling Monocytes,0,0,0
Non-inflamed,0,Epi,N10,Cycling T,0,0,0
Non-inflamed,0,Epi,N10,Cycling TA,0,0,0
Non-inflamed,0,Epi,N10,DC1,0,0,0
Non-inflamed,0,Epi,N10,DC2,0,0,0
Non-inflamed,0,Epi,N10,Endothelial,0,0,0
Non-inflamed,0,Epi,N10,Enterocyte Progenitors,0,0,0
Non-inflamed,0,Epi,N10,Enterocytes,0,0,0
Non-inflamed,0,Epi,N10,Enteroendocrine,0,0,0
Non-inflamed,0,Epi,N10,Follicular,0,0,0
Non-inflamed,0,Epi,N10,GC,0,0,0
Non-inflamed,0,Epi,N10,Glia,0,0,0
Non-inflamed,0,Epi,N10,Goblet,0,0,0
Non-inflamed,0,Epi,N10,ILCs,0,0,0
Non-inflamed,0,Epi,N10,Immature Enterocytes 1,0,0,0
Non-inflamed,0,Epi,N10,Immature Enterocytes 2,0,0,0
Non-inflamed,0,Epi,N10,Immature Goblet,0,0,0
Non-inflamed,0,Epi,N10,Inflammatory Fibroblasts,0,0,0
Non-inflamed,0,Epi,N10,Inflammatory Monocytes,0,0,0
Non-inflamed,0,Epi,N10,M cells,0,0,0
Non-inflamed,0,Epi,N10,MT-hi,0,0,0
Non-inflamed,0,Epi,N10,Macrophages,0,0,0
Non-inflamed,0,Epi,N10,Microvascular,0,0,0
Non-inflamed,0,Epi,N10,Myofibroblasts,0,0,0
Non-inflamed,0,Epi,N10,NKs,0,0,0
Non-inflamed,0,Epi,N10,Pericytes,0,0,0
Non-inflamed,0,Epi,N10,Plasma,0,0,0
Non-inflamed,0,Epi,N10,Post-capillary Venules,0,0,0
Non-inflamed,0,Epi,N10,RSPO3+,0,0,0
Non-inflamed,0,Epi,N10,Secretory TA,0,0,0
Non-inflamed,0,Epi,N10,Stem,0,0,0
Non-inflamed,0,Epi,N10,TA 1,0,0,0
Non-inflamed,0,Epi,N10,TA 2,0,0,0
Non-inflamed,0,Epi,N10,Tregs,0,0,0
Non-inflamed,0,Epi,N10,Tuft,0,0,0
Non-inflamed,0,Epi,N10,WNT2B+ Fos-hi,0,0,0
Non-inflamed,0,Epi,N10,WNT2B+ Fos-lo 1,0,0,0
Non-inflamed,0,Epi,N10,WNT2B+ Fos-lo 2,0,0,0
Non-inflamed,0,Epi,N10,WNT5B+ 1,0,0,0
Non-inflamed,0,Epi,N10,WNT5B+ 2,0,0,0
Non-inflamed,0,Epi,N11,Best4+ Enterocytes,0,0,0
Non-inflamed,0,Epi,N11,CD4+ Activated Fos-hi,0,0,0
Non-inflamed,0,Epi,N11,CD4+ Activated Fos-lo,0,0,0
Non-inflamed,0,Epi,N11,CD4+ Memory,0,0,0
Non-inflamed,0,Epi,N11,CD4+ PD1+,0,0,0
Non-inflamed,0,Epi,N11,CD8+ IELs,0,0,0
Non-inflamed,0,Epi,N11,CD8+ IL17+,0,0,0
Non-inflamed,0,Epi,N11,CD8+ LP,0,0,0
Non-inflamed,0,Epi,N11,CD69+ Mast,0,0,0
Non-inflamed,0,Epi,N11,CD69- Mast,0,0,0
Non-inflamed,0,Epi,N11,Cycling B,0,0,0
Non-inflamed,0,Epi,N11,Cycling Monocytes,0,0,0
Non-inflamed,0,Epi,N11,Cycling T,0,0,0
Non-inflamed,0,Epi,N11,Cycling TA,0,0,0
Non-inflamed,0,Epi,N11,DC1,0,0,0
Non-inflamed,0,Epi,N11,DC2,0,0,0
Non-inflamed,0,Epi,N11,Endothelial,0,0,0
Non-inflamed,0,Epi,N11,Enterocyte Progenitors,0,0,0
Non-inflamed,0,Epi,N11,Enterocytes,0,0,0
Non-inflamed,0,Epi,N11,Enteroendocrine,0,0,0
Non-inflamed,0,Epi,N11,Follicular,0,0,0
Non-inflamed,0,Epi,N11,GC,0,0,0
Non-inflamed,0,Epi,N11,Glia,0,0,0
Non-inflamed,0,Epi,N11,Goblet,0,0,0
Non-inflamed,0,Epi,N11,ILCs,0,0,0
Non-inflamed,0,Epi,N11,Immature Enterocytes 1,0,0,0
Non-inflamed,0,Epi,N11,Immature Enterocytes 2,0,0,0
Non-inflamed,0,Epi,N11,Immature Goblet,0,0,0
Non-inflamed,0,Epi,N11,Inflammatory Fibroblasts,0,0,0
Non-inflamed,0,Epi,N11,Inflammatory Monocytes,0,0,0
Non-inflamed,0,Epi,N11,M cells,0,0,0
Non-inflamed,0,Epi,N11,MT-hi,0,0,0
Non-inflamed,0,Epi,N11,Macrophages,0,0,0
Non-inflamed,0,Epi,N11,Microvascular,0,0,0
Non-inflamed,0,Epi,N11,Myofibroblasts,0,0,0
Non-inflamed,0,Epi,N11,NKs,0,0,0
Non-inflamed,0,Epi,N11,Pericytes,0,0,0
Non-inflamed,0,Epi,N11,Plasma,0,0,0
Non-inflamed,0,Epi,N11,Post-capillary Venules,0,0,0
Non-inflamed,0,Epi,N11,RSPO3+,0,0,0
Non-inflamed,0,Epi,N11,Secretory TA,0,0,0
Non-inflamed,0,Epi,N11,Stem,0,0,0
Non-inflamed,0,Epi,N11,TA 1,0,0,0
Non-inflamed,0,Epi,N11,TA 2,0,0,0
Non-inflamed,0,Epi,N11,Tregs,0,0,0
Non-inflamed,0,Epi,N11,Tuft,0,0,0
Non-inflamed,0,Epi,N11,WNT2B+ Fos-hi,0,0,0
Non-inflamed,0,Epi,N11,WNT2B+ Fos-lo 1,0,0,0
Non-inflamed,0,Epi,N11,WNT2B+ Fos-lo 2,0,0,0
Non-inflamed,0,Epi,N11,WNT5B+ 1,0,0,0
Non-inflamed,0,Epi,N11,WNT5B+ 2,0,0,0
Non-inflamed,0,Epi,N12,Best4+ Enterocytes,18,320,302
Non-inflamed,0,Epi,N12,CD4+ Activated Fos-hi,0,320,320
Non-inflamed,0,Epi,N12,CD4+ Activated Fos-lo,0,320,320
Non-inflamed,0,Epi,N12,CD4+ Memory,0,320,320
Non-inflamed,0,Epi,N12,CD4+ PD1+,0,320,320
Non-inflamed,0,Epi,N12,CD8+ IELs,0,320,320
Non-inflamed,0,Epi,N12,CD8+ IL17+,0,320,320
Non-inflamed,0,Epi,N12,CD8+ LP,0,320,320
Non-inflamed,0,Epi,N12,CD69+ Mast,0,320,320
Non-inflamed,0,Epi,N12,CD69- Mast,0,320,320
Non-inflamed,0,Epi,N12,Cycling B,0,320,320
Non-inflamed,0,Epi,N12,Cycling Monocytes,0,320,320
Non-inflamed,0,Epi,N12,Cycling T,0,320,320
Non-inflamed,0,Epi,N12,Cycling TA,23,320,297
Non-inflamed,0,Epi,N12,DC1,0,320,320
Non-inflamed,0,Epi,N12,DC2,0,320,320
Non-inflamed,0,Epi,N12,Endothelial,0,320,320
Non-inflamed,0,Epi,N12,Enterocyte Progenitors,66,320,254
Non-inflamed,0,Epi,N12,Enterocytes,7,320,313
Non-inflamed,0,Epi,N12,Enteroendocrine,1,320,319
Non-inflamed,0,Epi,N12,Follicular,0,320,320
Non-inflamed,0,Epi,N12,GC,0,320,320
Non-inflamed,0,Epi,N12,Glia,0,320,320
Non-inflamed,0,Epi,N12,Goblet,5,320,315
Non-inflamed,0,Epi,N12,ILCs,0,320,320
Non-inflamed,0,Epi,N12,Immature Enterocytes 1,21,320,299
Non-inflamed,0,Epi,N12,Immature Enterocytes 2,38,320,282
Non-inflamed,0,Epi,N12,Immature Goblet,18,320,302
Non-inflamed,0,Epi,N12,Inflammatory Fibroblasts,0,320,320
Non-inflamed,0,Epi,N12,Inflammatory Monocytes,0,320,320
Non-inflamed,0,Epi,N12,M cells,0,320,320
Non-inflamed,0,Epi,N12,MT-hi,0,320,320
Non-inflamed,0,Epi,N12,Macrophages,0,320,320
Non-inflamed,0,Epi,N12,Microvascular,0,320,320
Non-inflamed,0,Epi,N12,Myofibroblasts,0,320,320
Non-inflamed,0,Epi,N12,NKs,0,320,320
Non-inflamed,0,Epi,N12,Pericytes,0,320,320
Non-inflamed,0,Epi,N12,Plasma,0,320,320
Non-inflamed,0,Epi,N12,Post-capillary Venules,0,320,320
Non-inflamed,0,Epi,N12,RSPO3+,0,320,320
Non-inflamed,0,Epi,N12,Secretory TA,0,320,320
Non-inflamed,0,Epi,N12,Stem,0,320,320
Non-inflamed,0,Epi,N12,TA 1,91,320,229
Non-inflamed,0,Epi,N12,TA 2,31,320,289
Non-inflamed,0,Epi,N12,Tregs,0,320,320
Non-inflamed,0,Epi,N12,Tuft,1,320,319
Non-inflamed,0,Epi,N12,WNT2B+ Fos-hi,0,320,320
Non-inflamed,0,Epi,N12,WNT2B+ Fos-lo 1,0,320,320
Non-inflamed,0,Epi,N12,WNT2B+ Fos-lo 2,0,320,320
Non-inflamed,0,Epi,N12,WNT5B+ 1,0,320,320
Non-inflamed,0,Epi,N12,WNT5B+ 2,0,320,320
Non-inflamed,0,Epi,N13,Best4+ Enterocytes,0,0,0
Non-inflamed,0,Epi,N13,CD4+ Activated Fos-hi,0,0,0
Non-inflamed,0,Epi,N13,CD4+ Activated Fos-lo,0,0,0
Non-inflamed,0,Epi,N13,CD4+ Memory,0,0,0
Non-inflamed,0,Epi,N13,CD4+ PD1+,0,0,0
Non-inflamed,0,Epi,N13,CD8+ IELs,0,0,0
Non-inflamed,0,Epi,N13,CD8+ IL17+,0,0,0
Non-inflamed,0,Epi,N13,CD8+ LP,0,0,0
Non-inflamed,0,Epi,N13,CD69+ Mast,0,0,0
Non-inflamed,0,Epi,N13,CD69- Mast,0,0,0
Non-inflamed,0,Epi,N13,Cycling B,0,0,0
Non-inflamed,0,Epi,N13,Cycling Monocytes,0,0,0
Non-inflamed,0,Epi,N13,Cycling T,0,0,0
Non-inflamed,0,Epi,N13,Cycling TA,0,0,0
Non-inflamed,0,Epi,N13,DC1,0,0,0
Non-inflamed,0,Epi,N13,DC2,0,0,0
Non-inflamed,0,Epi,N13,Endothelial,0,0,0
Non-inflamed,0,Epi,N13,Enterocyte Progenitors,0,0,0
Non-inflamed,0,Epi,N13,Enterocytes,0,0,0
Non-inflamed,0,Epi,N13,Enteroendocrine,0,0,0
Non-inflamed,0,Epi,N13,Follicular,0,0,0
Non-inflamed,0,Epi,N13,GC,0,0,0
Non-inflamed,0,Epi,N13,Glia,0,0,0
Non-inflamed,0,Epi,N13,Goblet,0,0,0
Non-inflamed,0,Epi,N13,ILCs,0,0,0
Non-inflamed,0,Epi,N13,Immature Enterocytes 1,0,0,0
Non-inflamed,0,Epi,N13,Immature Enterocytes 2,0,0,0
Non-inflamed,0,Epi,N13,Immature Goblet,0,0,0
Non-inflamed,0,Epi,N13,Inflammatory Fibroblasts,0,0,0
Non-inflamed,0,Epi,N13,Inflammatory Monocytes,0,0,0
Non-inflamed,0,Epi,N13,M cells,0,0,0
Non-inflamed,0,Epi,N13,MT-hi,0,0,0
Non-inflamed,0,Epi,N13,Macrophages,0,0,0
Non-inflamed,0,Epi,N13,Microvascular,0,0,0
Non-inflamed,0,Epi,N13,Myofibroblasts,0,0,0
Non-inflamed,0,Epi,N13,NKs,0,0,0
Non-inflamed,0,Epi,N13,Pericytes,0,0,0
Non-inflamed,0,Epi,N13,Plasma,0,0,0
Non-inflamed,0,Epi,N13,Post-capillary Venules,0,0,0
Non-inflamed,0,Epi,N13,RSPO3+,0,0,0
Non-inflamed,0,Epi,N13,Secretory TA,0,0,0
Non-inflamed,0,Epi,N13,Stem,0,0,0
Non-inflamed,0,Epi,N13,TA 1,0,0,0
Non-inflamed,0,Epi,N13,TA 2,0,0,0
Non-inflamed,0,Epi,N13,Tregs,0,0,0
Non-inflamed,0,Epi,N13,Tuft,0,0,0
Non-inflamed,0,Epi,N13,WNT2B+ Fos-hi,0,0,0
Non-inflamed,0,Epi,N13,WNT2B+ Fos-lo 1,0,0,0
Non-inflamed,0,Epi,N13,WNT2B+ Fos-lo 2,0,0,0
Non-inflamed,0,Epi,N13,WNT5B+ 1,0,0,0
Non-inflamed,0,Epi,N13,WNT5B+ 2,0,0,0
Non-inflamed,0,Epi,N14,Best4+ Enterocytes,14,1096,1082
Non-inflamed,0,Epi,N14,CD4+ Activated Fos-hi,0,1096,1096
Non-inflamed,0,Epi,N14,CD4+ Activated Fos-lo,0,1096,1096
Non-inflamed,0,Epi,N14,CD4+ Memory,0,1096,1096
Non-inflamed,0,Epi,N14,CD4+ PD1+,0,1096,1096
Non-inflamed,0,Epi,N14,CD8+ IELs,0,1096,1096
Non-inflamed,0,Epi,N14,CD8+ IL17+,0,1096,1096
Non-inflamed,0,Epi,N14,CD8+ LP,0,1096,1096
Non-inflamed,0,Epi,N14,CD69+ Mast,0,1096,1096
Non-inflamed,0,Epi,N14,CD69- Mast,0,1096,1096
Non-inflamed,0,Epi,N14,Cycling B,0,1096,1096
Non-inflamed,0,Epi,N14,Cycling Monocytes,0,1096,1096
Non-inflamed,0,Epi,N14,Cycling T,0,1096,1096
Non-inflamed,0,Epi,N14,Cycling TA,191,1096,905
Non-inflamed,0,Epi,N14,DC1,0,1096,1096
Non-inflamed,0,Epi,N14,DC2,0,1096,1096
Non-inflamed,0,Epi,N14,Endothelial,0,1096,1096
Non-inflamed,0,Epi,N14,Enterocyte Progenitors,92,1096,1004
Non-inflamed,0,Epi,N14,Enterocytes,81,1096,1015
Non-inflamed,0,Epi,N14,Enteroendocrine,6,1096,1090
Non-inflamed,0,Epi,N14,Follicular,0,1096,1096
Non-inflamed,0,Epi,N14,GC,0,1096,1096
Non-inflamed,0,Epi,N14,Glia,0,1096,1096
Non-inflamed,0,Epi,N14,Goblet,15,1096,1081
Non-inflamed,0,Epi,N14,ILCs,0,1096,1096
Non-inflamed,0,Epi,N14,Immature Enterocytes 1,102,1096,994
Non-inflamed,0,Epi,N14,Immature Enterocytes 2,100,1096,996
Non-inflamed,0,Epi,N14,Immature Goblet,98,1096,998
Non-inflamed,0,Epi,N14,Inflammatory Fibroblasts,0,1096,1096
Non-inflamed,0,Epi,N14,Inflammatory Monocytes,0,1096,1096
Non-inflamed,0,Epi,N14,M cells,0,1096,1096
Non-inflamed,0,Epi,N14,MT-hi,0,1096,1096
Non-inflamed,0,Epi,N14,Macrophages,0,1096,1096
Non-inflamed,0,Epi,N14,Microvascular,0,1096,1096
Non-inflamed,0,Epi,N14,Myofibroblasts,0,1096,1096
Non-inflamed,0,Epi,N14,NKs,0,1096,1096
Non-inflamed,0,Epi,N14,Pericytes,0,1096,1096
Non-inflamed,0,Epi,N14,Plasma,0,1096,1096
Non-inflamed,0,Epi,N14,Post-capillary Venules,0,1096,1096
Non-inflamed,0,Epi,N14,RSPO3+,0,1096,1096
Non-inflamed,0,Epi,N14,Secretory TA,55,1096,1041
Non-inflamed,0,Epi,N14,Stem,20,1096,1076
Non-inflamed,0,Epi,N14,TA 1,227,1096,869
Non-inflamed,0,Epi,N14,TA 2,80,1096,1016
Non-inflamed,0,Epi,N14,Tregs,0,1096,1096
Non-inflamed,0,Epi,N14,Tuft,15,1096,1081
Non-inflamed,0,Epi,N14,WNT2B+ Fos-hi,0,1096,1096
Non-inflamed,0,Epi,N14,WNT2B+ Fos-lo 1,0,1096,1096
Non-inflamed,0,Epi,N14,WNT2B+ Fos-lo 2,0,1096,1096
Non-inflamed,0,Epi,N14,WNT5B+ 1,0,1096,1096
Non-inflamed,0,Epi,N14,WNT5B+ 2,0,1096,1096
Non-inflamed,0,Epi,N15,Best4+ Enterocytes,0,0,0
Non-inflamed,0,Epi,N15,CD4+ Activated Fos-hi,0,0,0
Non-inflamed,0,Epi,N15,CD4+ Activated Fos-lo,0,0,0
Non-inflamed,0,Epi,N15,CD4+ Memory,0,0,0
Non-inflamed,0,Epi,N15,CD4+ PD1+,0,0,0
Non-inflamed,0,Epi,N15,CD8+ IELs,0,0,0
Non-inflamed,0,Epi,N15,CD8+ IL17+,0,0,0
Non-inflamed,0,Epi,N15,CD8+ LP,0,0,0
Non-inflamed,0,Epi,N15,CD69+ Mast,0,0,0
Non-inflamed,0,Epi,N15,CD69- Mast,0,0,0
Non-inflamed,0,Epi,N15,Cycling B,0,0,0
Non-inflamed,0,Epi,N15,Cycling Monocytes,0,0,0
Non-inflamed,0,Epi,N15,Cycling T,0,0,0
Non-inflamed,0,Epi,N15,Cycling TA,0,0,0
Non-inflamed,0,Epi,N15,DC1,0,0,0
